SDD21_Lower	SDD11_Upper	SCD21_Upper	SCD22_Upper	SCD21-SDD21_Upper	NEXT_Upper	SDD21_offset
						2.375208
						2.374068
						2.373664
						2.375662
						2.374757
						2.3742
						2.376198
						2.37708
						2.378077
						2.378176
						2.377663
						2.377513
						2.378809
						2.380193
						2.381336
						2.383061
						2.385627
						2.387361
						2.389531
						2.392262
						2.392958
						2.393359
						2.393136
						2.394275
						2.395561
						2.39712
						2.398642
						2.401695
						2.4037
						2.408328
						2.412955
						2.416885
						2.420938
						2.422417
						2.424781
						2.424809
						2.426587
						2.427358
						2.427715
						2.430853
						2.434583
						2.43885
						2.444329
						2.449567
						2.453995
						2.457417
						2.461119
						2.46298
						2.463769
						2.464596
						2.466678
						2.466262
						2.468674
						2.470828
						2.474356
						2.47873
						2.481894
						2.48605
						2.488406
						2.491941
						2.493004
						2.493471
						2.4932
						2.491566
						2.491994
						2.492707
						2.494221
						2.496548
						2.497513
						2.500888
						2.503528
						2.504838
						2.508434
						2.508607
						2.506881
						2.505456
						2.50372
						2.504615
						2.503616
						2.502726
						2.502659
						2.503804
						2.504435
						2.504039
						2.505605
						2.505946
						2.506668
						2.506255
						2.507353
						2.506373
						2.503839
						2.503359
						2.503112
						2.501663
						2.503277
						2.504062
						2.503533
						2.504382
						2.505118
						2.506042
						2.507203
						2.507816
						2.507289
						2.509589
						2.508742
						2.509014
						2.511276
						2.510388
						2.509472
						2.510663
						2.512018
						2.513304
						2.516309
						2.517318
						2.518649
						2.519981
						2.522816
						2.524461
						2.52501
						2.526469
						2.526737
						2.52982
						2.530659
						2.531429
						2.534789
						2.538435
						2.539872
						2.542979
						2.545335
						2.54756
						2.55182
						2.553169
						2.555627
						2.558723
						2.559275
						2.561671
						2.564082
						2.569494
						2.571984
						2.574659
						2.578858
						2.579795
						2.581581
						2.583251
						2.584568
						2.586008
						2.588605
						2.591107
						2.5916
						2.595072
						2.599248
						2.601935
						2.605171
						2.607024
						2.609208
						2.609313
						2.610034
						2.609489
						2.61054
						2.613327
						2.612735
						2.614281
						2.615193
						2.617525
						2.620592
						2.621807
						2.624504
						2.626474
						2.626812
						2.626768
						2.626477
						2.626457
						2.625021
						2.625827
						2.625304
						2.626755
						2.626761
						2.628045
						2.62907
						2.631244
						2.632843
						2.632888
						2.631732
						2.632295
						2.632564
						2.632399
						2.630044
						2.632505
						2.631641
						2.632048
						2.631714
						2.63226
						2.633528
						2.635324
						2.636662
						2.63799
						2.636935
						2.63794
						2.638129
						2.638849
						2.638573
						2.640249
						2.640152
						2.640909
						2.639999
						2.640518
						2.641764
						2.642971
						2.645098
						2.646718
						2.65002
						2.651178
						2.652188
						2.654485
						2.655101
						2.657745
						2.658196
						2.657755
						2.657445
						2.657978
						2.658266
						2.660145
						2.66019
						2.662195
						2.665395
						2.665936
						2.670057
						2.674493
						2.675923
						2.678502
						2.679016
						2.681994
						2.682298
						2.681364
						2.682411
						2.682808
						2.684448
						2.686753
						2.690403
						2.693177
						2.696439
						2.698047
						2.702092
						2.70367
						2.707721
						2.707109
						2.708403
						2.708982
						2.708395
						2.707438
						2.708067
						2.709578
						2.711954
						2.714
						2.718822
						2.722252
						2.725558
						2.726819
						2.729367
						2.729688
						2.732069
						2.731118
						2.731827
						2.730675
						2.730212
						2.732466
						2.73385
						2.737046
						2.739637
						2.74517
						2.747241
						2.748374
						2.751894
						2.751474
						2.753677
						2.751862
						2.752784
						2.750453
						2.749743
						2.751732
						2.753453
						2.755461
						2.75718
						2.758803
						2.761834
						2.764116
						2.764735
						2.765264
						2.765694
						2.766362
						2.765685
						2.76633
						2.76721
						2.768642
						2.769917
						2.771803
						2.771733
						2.772543
						2.773381
						2.774931
						2.774345
						2.775983
						2.776645
						2.778882
						2.778717
						2.780074
						2.779929
						2.782183
						2.782161
						2.783136
						2.785095
						2.786633
						2.78747
						2.787445
						2.788208
						2.790537
						2.792228
						2.792569
						2.792417
						2.792805
						2.793194
						2.797155
						2.797838
						2.799169
						2.799139
						2.801236
						2.802407
						2.801796
						2.802124
						2.804317
						2.803821
						2.806637
						2.807059
						2.806939
						2.809289
						2.812963
						2.814532
						2.815503
						2.815281
						2.816343
						2.818841
						2.819077
						2.821622
						2.823164
						2.825406
						2.8253
						2.826479
						2.830362
						2.82961
						2.83432
						2.837223
						2.839039
						2.8413
						2.842506
						2.842635
						2.844366
						2.846973
						2.848064
						2.848673
						2.85008
						2.854078
						2.854631
						2.854911
						2.859203
						2.861115
						2.86342
						2.866324
						2.869482
						2.872514
						2.874194
						2.876006
						2.878043
						2.880563
						2.881144
						2.885144
						2.886986
						2.888559
						2.890759
						2.893979
						2.897669
						2.901243
						2.903097
						2.90707
						2.909916
						2.910981
						2.912425
						2.915301
						2.917574
						2.919815
						2.922451
						2.925353
						2.926857
						2.929002
						2.932641
						2.93513
						2.936688
						2.93675
						2.937219
						2.940236
						2.940457
						2.943239
						2.943777
						2.944677
						2.948265
						2.952628
						2.954116
						2.956606
						2.957241
						2.957464
						2.957228
						2.959336
						2.956657
						2.956057
						2.956415
						2.956777
						2.95837
						2.960116
						2.961961
						2.962722
						2.96467
						2.965703
						2.964564
						2.964097
						2.961524
						2.960031
						2.958193
						2.960315
						2.957774
						2.959311
						2.958779
						2.960648
						2.960787
						2.962362
						2.963972
						2.963612
						2.965071
						2.962598
						2.960532
						2.960901
						2.960336
						2.959304
						2.959161
						2.958999
						2.959475
						2.961376
						2.959609
						2.963298
						2.963648
						2.965959
						2.965972
						2.967224
						2.969389
						2.970923
						2.973881
						2.97415
						2.976931
						2.978192
